Kelly McGillis	{'F'}
Jaclyn Smith	{'F'}
Morgan Brittany	{'F'}
Namrata Singh Gujral	{'F'}
Lisa Ray	{'F'}
Bárbara Mori	{'F'}
Deepak Chopra	{'M'}
Melissa Etheridge	{'F'}
Mumtaz	{'F'}
Rajnikanth	{'M'}
Ramón Novarro	{'M'}
Renée Adorée	{'F'}
Donald Crisp	{'M'}
Dorothy Janis	{'F'}
Robert Duvall	{'M'}
Blythe Danner	{'F'}
Michael O'Keefe	{'M'}
Stan Shaw	{'M'}
Skip Homeier	{'M'}
Tony Curtis	{'M'}
Frank Lovejoy	{'M'}
Mary Murphy	{'F'}
John Doucette	{'M'}
Eduard Franz	{'M'}
Paz Vega	{'F'}
Leonardo Sbaraglia	{'M'}
Antonio Dechent	{'M'}
Jay Benedict	{'M'}
Julio Velez	{'M'}
Josep Linuesa	{'M'}
Mel Blanc	{'M'}
Bhanupriya	{'F'}
Soundarya	{'F'}
Mohan Babu	{'M'}
Nassar	{'M'}
Arvind Swamy	{'M'}
Prabhu Deva	{'M'}
Kajol	{'F'}
S. P. Balasubrahmanyam	{'M'}
Girish Karnad	{'M'}
Prakash Raj	{'M'}
Rallapalli	{'M'}
V.K. Ramaswamy	{'M'}
Arundathi Nag	{'F'}
Vic Morrow	{'M'}
Norman Combes	{'M'}
Stuart Parker	{'M'}
Siegfried Mynhardt	{'M'}
Nathalie Baye	{'F'}
Johnny Depp	{'M'}
Tom Kenny	{'M'}
Bill Fagerbakke	{'M'}
Carolyn Lawrence	{'F'}
Rodger Bumpass	{'M'}
Doug Lawrence	{'M'}
Davy Jones	{'M'}
Brian Doyle-Murray	{'M'}
Patrick Duffy	{'M'}
Steven Eckholdt	{'M'}
Daphne Ashbrook	{'F'}
Gabriel Olds	{'M'}
Alan Thicke	{'M'}
Sharmila Tagore	{'F'}
Shashi Kapoor	{'M'}
Meenakshi Seshadri	{'F'}
Madhuri Dixit	{'F'}
Vinod Mehra	{'M'}
Raja Bundela	{'M'}
Akbar Khan	{'M'}
Sarika	{'F'}
Mahesh Raj	{'M'}
Warner Baxter	{'M'}
Marjorie Rambeau	{'F'}
Zita Johann	{'F'}
Madge Evans	{'F'}
H. B. Warner	{'M'}
Gilbert Emery	{'M'}
Barry Norton	{'M'}
Juliette Compton	{'F'}
Roger Imhof	{'M'}
Saima	{'F'}
Moammar Rana	{'M'}
Babar Ali	{'M'}
William Smith	{'M'}
R.J. Walker	{'M'}
Tim Wheeler	{'M'}
Morgan Fairchild	{'F'}
Frank Finlay	{'M'}
Paul Guilfoyle	{'M'}
Michael York	{'M'}
Srđan Todorović	{'M'}
Florijan Ajdini	{'M'}
Branka Katić	{'F'}
Olivia Pascal	{'F'}
Pierre Renoir	{'M'}
Michael Mosley	{'M'}
Henry Simmons	{'M'}
Mary Stuart Masterson	{'F'}
Juliette Marquis	{'F'}
John Shea	{'M'}
Scott Dacko	{'M'}
Jesse Steccato	{'M'}
Len Jones	{'M'}
Jim Norton	{'M'}
Del Henney	{'M'}
Ken Hutchison	{'M'}
David Warner	{'M'}
Susan George	{'F'}
Dustin Hoffman	{'M'}
T. P. McKenna	{'M'}
Sally Thomsett	{'F'}
Peter Vaughan	{'M'}
Himani Shivpuri	{'F'}
Parikshat Sahni	{'M'}
Aman Yatan Verma	{'M'}
Anil Dhawan	{'M'}
Rajesh Khera	{'M'}
Kenji Nojima	{'M'}
Yukana Nogami	{'F'}
Jun Fukuyama	{'M'}
Rina Sato	{'F'}
Rie Tanaka	{'F'}
Tommy Flanagan	{'M'}
Jimmy Heath	{'M'}
Wayne Shorter	{'M'}
La Monte Young	{'M'}
Alice Coltrane	{'F'}
Scott Bairstow	{'M'}
Rachel Shelley	{'F'}
Patrick Lyster	{'M'}
Patrick Shai	{'M'}
Warrick Grier	{'M'}
Gipsy Kiss	{'F'}
Lori Landi	{'F'}
Gino Mattera	{'M'}
Jacqueline Pierreux	{'F'}
Afro Poli	{'M'}
Franca Mazzoni	{'F'}
Germaine Del Signore	{'F'}
Guido Celano	{'M'}
T. Germi	{'M'}
Tony D'Angelo	{'M'}
Rossana Higgins	{'F'}
Carlo Mazzoni	{'M'}
Pina Malgarini	{'F'}
Enrico Formichi	{'M'}
Paola Bertini	{'F'}
Aldo Silvani	{'M'}
Gino Del Signore	{'M'}
Yeong-su Oh	{'M'}
Kim Young-Min	{'M'}
Jae-kyeong Seo	{'M'}
Kim Ki-duk	{'M'}
Yeo-jin Ha	{'F'}
Jong-ho Kim	{'M'}
Jung-young Kim	{'F'}
Ji Dae-han	{'M'}
Min Choi	{'M'}
Ji-a Park	{'F'}
