Akkineni Nageswara Rao	Telugu language
Jamuna	Telugu language
S. V. Ranga Rao	Telugu language
Rajasulochana	Telugu language
Chhaya Devi	Telugu language
Rajanala Nageswara Rao	Telugu language
Quinn O'Hara	English
Jay North	English
Angel Tompkins	English
Anthony James	English
Sivi Aberg	English
Med Flory	English
Barry Atwater	English
Marlene Schmidt	English
G. B. Jones	English
Bruce LaBruce	English
Mabel Normand	English
Waheeda Rehman	Hindi
Dilip Kumar	Hindi
Gulab	Hindi
Baby Farida	Hindi
Raj Kishore	Hindi
Hervé Watine	French
Gordon Heath	English
Françoise Giret	French
Aram Stephan	French
Mag-Avril	French
Fred Carault	French
Viviane Méry	French
Claude Berri	French
Jacques Champreux	French
Arlette Didier	French
Philippe Prince	French
Mimsy Farmer	English
Laura Betti	Italian
Lea Massari	Italian
Claudio Cassinelli	English
Benjamin Lev	English
Renato De Carmine	Italian
Stanko Molnar	Italian
Luisa De Santis	Italian
Biagio Pelligra	Italian
Daws Butler	English
Akshaye Khanna	Hindi
Kareena Kapoor	Hindi
Suniel Shetty	Hindi
Amrish Puri	Hindi
Paresh Rawal	Hindi
Jackie Shroff	Hindi
Arbaaz Khan	Hindi
Shakti Kapoor	Hindi
Farha Naaz	Hindi
Lakshmi	Tamil
Arshad Warsi	Hindi
Sam Farha	Hindi
Rosalind Russell	English
Robert Cummings	English
Beau Bridges	English
Jack Lemmon	English
George C. Scott	English
John Cullum	English
Kathryn Morris	English
Piper Laurie	English
David Wells	English
Tom Everett Scott	English
Arnold Marquis	German
Rainer Werner Fassbinder	German
Günther Kaufmann	German
Boy Gobert	German
Diana Lorys	Spanish
Perla Cristal	Spanish
María Silva	Spanish
Ricardo Valle	Spanish
Mara Laso	Spanish
Venancio Muro	Spanish
Félix Dafauce	Spanish
Faustino Cornejo	Spanish
Manuel Vázquez	Spanish
Juan Antonio Riquelme	Spanish
Fernando Montes	Spanish
Elena Maria Tejeiro	Spanish
Jesús Franco	Spanish
Conrado San Martín	Spanish
Sonali Bendre	Hindi
Pooja Bhatt	Hindi
Gulshan Grover	Hindi
Atul Agnihotri	Hindi
Soni Razdan	Hindi
Silk Smitha	Tamil
Michel Galabru	French
Louis de Funès	French
Maria Mauban	French
Maurice Risch	French
Brendan Dempsey	English
Cillian Murphy	English
Brendan Gleeson	English
Jim Broadbent	English
Brendan Coyle	English
Domhnall Gleeson	English
Jodie Whittaker	English
Andrew Simpson	English
Pádraic Delaney	English
Natalie Britton	English
Michael FitzGerald	English
Glenn Speers	English
Wuzza Conlon	English
Guðmundur Auðunsson	English
Rick Crawford	English
Daniel Parker	English
Conleth Hill	English
Clyde A. Ince	English
Michael M. Foley	English
